Tue Mar 31 12:05:01 PDT 2020 - start
* # of countries 178
1/179 - TOTAL - last value from 2020-3-30 with 782365 cases, 37582 deaths, 164566 recovered, 580217 active cases.
19/179 - Brazil - last value from 2020-3-30 with 4579 cases, 159 deaths, 120 recovered, 4300 active cases.
20/179 - Norway - last value from 2020-3-30 with 4445 cases, 32 deaths, 12 recovered, 4401 active cases.
21/179 - Australia - last value from 2020-3-30 with 4361 cases, 17 deaths, 257 recovered, 4087 active cases.
22/179 - Sweden - last value from 2020-3-30 with 4028 cases, 146 deaths, 16 recovered, 3866 active cases.
23/179 - Czechia - last value from 2020-3-30 with 3001 cases, 23 deaths, 25 recovered, 2953 active cases.
24/179 - Ireland - last value from 2020-3-30 with 2910 cases, 54 deaths, 5 recovered, 2851 active cases.
25/179 - Denmark - last value from 2020-3-30 with 2755 cases, 77 deaths, 73 recovered, 2605 active cases.
26/179 - Malaysia - last value from 2020-3-30 with 2626 cases, 37 deaths, 479 recovered, 2110 active cases.
27/179 - Chile - last value from 2020-3-30 with 2449 cases, 8 deaths, 156 recovered, 2285 active cases.
28/179 - Romania - last value from 2020-3-30 with 2109 cases, 65 deaths, 209 recovered, 1835 active cases.
29/179 - Poland - last value from 2020-3-30 with 2055 cases, 31 deaths, 7 recovered, 2017 active cases.
30/179 - Luxembourg - last value from 2020-3-30 with 1988 cases, 22 deaths, 40 recovered, 1926 active cases.
31/179 - Ecuador - last value from 2020-3-30 with 1962 cases, 60 deaths, 3 recovered, 1899 active cases.
32/179 - Japan - last value from 2020-3-30 with 1866 cases, 54 deaths, 424 recovered, 1388 active cases.
33/179 - Russia - last value from 2020-3-30 with 1836 cases, 9 deaths, 66 recovered, 1761 active cases.
34/179 - Pakistan - last value from 2020-3-30 with 1717 cases, 21 deaths, 76 recovered, 1620 active cases.
35/179 - Philippines - last value from 2020-3-30 with 1546 cases, 78 deaths, 42 recovered, 1426 active cases.
36/179 - Thailand - last value from 2020-3-30 with 1524 cases, 9 deaths, 229 recovered, 1286 active cases.
37/179 - Saudi Arabia - last value from 2020-3-30 with 1453 cases, 8 deaths, 115 recovered, 1330 active cases.
38/179 - Indonesia - last value from 2020-3-30 with 1414 cases, 122 deaths, 75 recovered, 1217 active cases.
39/179 - Finland - last value from 2020-3-30 with 1352 cases, 13 deaths, 10 recovered, 1329 active cases.
40/179 - South Africa - last value from 2020-3-30 with 1326 cases, 3 deaths, 31 recovered, 1292 active cases.
41/179 - India - last value from 2020-3-30 with 1251 cases, 32 deaths, 102 recovered, 1117 active cases.
42/179 - Greece - last value from 2020-3-30 with 1212 cases, 43 deaths, 52 recovered, 1117 active cases.
43/179 - Iceland - last value from 2020-3-30 with 1086 cases, 2 deaths, 157 recovered, 927 active cases.
44/179 - Mexico - last value from 2020-3-30 with 993 cases, 20 deaths, 35 recovered, 938 active cases.
45/179 - Panama - last value from 2020-3-30 with 989 cases, 24 deaths, 4 recovered, 961 active cases.
46/179 - Peru - last value from 2020-3-30 with 950 cases, 24 deaths, 53 recovered, 873 active cases.
47/179 - Dominican Republic - last value from 2020-3-30 with 901 cases, 42 deaths, 4 recovered, 855 active cases.
48/179 - Singapore - last value from 2020-3-30 with 879 cases, 3 deaths, 228 recovered, 648 active cases.
49/179 - Argentina - last value from 2020-3-30 with 820 cases, 23 deaths, 228 recovered, 569 active cases.
50/179 - Colombia - last value from 2020-3-30 with 798 cases, 12 deaths, 15 recovered, 771 active cases.
51/179 - Croatia - last value from 2020-3-30 with 790 cases, 6 deaths, 67 recovered, 717 active cases.
52/179 - Serbia - last value from 2020-3-30 with 785 cases, 16 deaths, 0 recovered, 769 active cases.
53/179 - Slovenia - last value from 2020-3-30 with 756 cases, 11 deaths, 10 recovered, 735 active cases.
54/179 - Estonia - last value from 2020-3-30 with 715 cases, 3 deaths, 20 recovered, 692 active cases.
55/179 - Diamond Princess - last value from 2020-3-30 with 712 cases, 10 deaths, 603 recovered, 99 active cases.
56/179 - Qatar - last value from 2020-3-30 with 693 cases, 1 deaths, 51 recovered, 641 active cases.
57/179 - Egypt - last value from 2020-3-30 with 656 cases, 41 deaths, 150 recovered, 465 active cases.
58/179 - Iraq - last value from 2020-3-30 with 630 cases, 46 deaths, 152 recovered, 432 active cases.
59/179 - United Arab Emirates - last value from 2020-3-30 with 611 cases, 5 deaths, 61 recovered, 545 active cases.
60/179 - New Zealand - last value from 2020-3-30 with 589 cases, 1 deaths, 63 recovered, 525 active cases.
61/179 - Algeria - last value from 2020-3-30 with 584 cases, 35 deaths, 37 recovered, 512 active cases.
62/179 - Morocco - last value from 2020-3-30 with 556 cases, 33 deaths, 15 recovered, 508 active cases.
63/179 - Ukraine - last value from 2020-3-30 with 548 cases, 13 deaths, 8 recovered, 527 active cases.
64/179 - Bahrain - last value from 2020-3-30 with 515 cases, 4 deaths, 279 recovered, 232 active cases.
65/179 - Lithuania - last value from 2020-3-30 with 491 cases, 7 deaths, 7 recovered, 477 active cases.
66/179 - Armenia - last value from 2020-3-30 with 482 cases, 3 deaths, 30 recovered, 449 active cases.
67/179 - Hungary - last value from 2020-3-30 with 447 cases, 15 deaths, 34 recovered, 398 active cases.
68/179 - Lebanon - last value from 2020-3-30 with 446 cases, 11 deaths, 35 recovered, 400 active cases.
69/179 - Latvia - last value from 2020-3-30 with 376 cases, 0 deaths, 1 recovered, 375 active cases.
70/179 - Andorra - last value from 2020-3-30 with 370 cases, 8 deaths, 10 recovered, 352 active cases.
71/179 - Bosnia and Herzegovina - last value from 2020-3-30 with 368 cases, 10 deaths, 17 recovered, 341 active cases.
72/179 - Bulgaria - last value from 2020-3-30 with 359 cases, 8 deaths, 17 recovered, 334 active cases.
73/179 - Slovakia - last value from 2020-3-30 with 336 cases, 0 deaths, 7 recovered, 329 active cases.
74/179 - Costa Rica - last value from 2020-3-30 with 330 cases, 2 deaths, 4 recovered, 324 active cases.
75/179 - Tunisia - last value from 2020-3-30 with 312 cases, 8 deaths, 3 recovered, 301 active cases.
76/179 - Uruguay - last value from 2020-3-30 with 310 cases, 1 deaths, 0 recovered, 309 active cases.
77/179 - Taiwan* - last value from 2020-3-30 with 306 cases, 5 deaths, 39 recovered, 262 active cases.
78/179 - Kazakhstan - last value from 2020-3-30 with 302 cases, 1 deaths, 21 recovered, 280 active cases.
79/179 - Moldova - last value from 2020-3-30 with 298 cases, 2 deaths, 15 recovered, 281 active cases.
80/179 - North Macedonia - last value from 2020-3-30 with 285 cases, 7 deaths, 12 recovered, 266 active cases.
81/179 - Azerbaijan - last value from 2020-3-30 with 273 cases, 4 deaths, 26 recovered, 243 active cases.
82/179 - Jordan - last value from 2020-3-30 with 268 cases, 5 deaths, 26 recovered, 237 active cases.
83/179 - Kuwait - last value from 2020-3-30 with 266 cases, 0 deaths, 72 recovered, 194 active cases.
84/179 - Burkina Faso - last value from 2020-3-30 with 246 cases, 12 deaths, 31 recovered, 203 active cases.
85/179 - Cyprus - last value from 2020-3-30 with 230 cases, 7 deaths, 22 recovered, 201 active cases.
86/179 - San Marino - last value from 2020-3-30 with 230 cases, 25 deaths, 13 recovered, 192 active cases.
87/179 - Albania - last value from 2020-3-30 with 223 cases, 11 deaths, 44 recovered, 168 active cases.
88/179 - Vietnam - last value from 2020-3-30 with 203 cases, 0 deaths, 55 recovered, 148 active cases.
89/179 - Oman - last value from 2020-3-30 with 179 cases, 0 deaths, 29 recovered, 150 active cases.
90/179 - Afghanistan - last value from 2020-3-30 with 170 cases, 4 deaths, 2 recovered, 164 active cases.
91/179 - Cuba - last value from 2020-3-30 with 170 cases, 4 deaths, 4 recovered, 162 active cases.
92/179 - Cote d'Ivoire - last value from 2020-3-30 with 168 cases, 1 deaths, 6 recovered, 161 active cases.
93/179 - Senegal - last value from 2020-3-30 with 162 cases, 0 deaths, 27 recovered, 135 active cases.
94/179 - Malta - last value from 2020-3-30 with 156 cases, 0 deaths, 2 recovered, 154 active cases.
95/179 - Belarus - last value from 2020-3-30 with 152 cases, 0 deaths, 32 recovered, 120 active cases.
96/179 - Ghana - last value from 2020-3-30 with 152 cases, 5 deaths, 2 recovered, 145 active cases.
97/179 - Uzbekistan - last value from 2020-3-30 with 149 cases, 2 deaths, 7 recovered, 140 active cases.
98/179 - Cameroon - last value from 2020-3-30 with 139 cases, 6 deaths, 5 recovered, 128 active cases.
99/179 - Honduras - last value from 2020-3-30 with 139 cases, 7 deaths, 3 recovered, 129 active cases.
100/179 - Venezuela - last value from 2020-3-30 with 135 cases, 3 deaths, 39 recovered, 93 active cases.
101/179 - Nigeria - last value from 2020-3-30 with 131 cases, 2 deaths, 8 recovered, 121 active cases.
102/179 - Mauritius - last value from 2020-3-30 with 128 cases, 3 deaths, 0 recovered, 125 active cases.
103/179 - Brunei - last value from 2020-3-30 with 127 cases, 1 deaths, 38 recovered, 88 active cases.
104/179 - Sri Lanka - last value from 2020-3-30 with 122 cases, 2 deaths, 15 recovered, 105 active cases.
105/179 - West Bank and Gaza - last value from 2020-3-30 with 116 cases, 1 deaths, 18 recovered, 97 active cases.
106/179 - Cambodia - last value from 2020-3-30 with 107 cases, 0 deaths, 21 recovered, 86 active cases.
107/179 - Georgia - last value from 2020-3-30 with 103 cases, 0 deaths, 20 recovered, 83 active cases.
108/179 - Bolivia - last value from 2020-3-30 with 97 cases, 4 deaths, 0 recovered, 93 active cases.
109/179 - Kyrgyzstan - last value from 2020-3-30 with 94 cases, 0 deaths, 3 recovered, 91 active cases.
110/179 - Kosovo - last value from 2020-3-30 with 94 cases, 1 deaths, 1 recovered, 92 active cases.
111/179 - Montenegro - last value from 2020-3-30 with 91 cases, 1 deaths, 0 recovered, 90 active cases.
112/179 - Trinidad and Tobago - last value from 2020-3-30 with 82 cases, 3 deaths, 1 recovered, 78 active cases.
113/179 - Congo (Kinshasa) - last value from 2020-3-30 with 81 cases, 8 deaths, 2 recovered, 71 active cases.
114/179 - Rwanda - last value from 2020-3-30 with 70 cases, 0 deaths, 0 recovered, 70 active cases.
115/179 - Paraguay - last value from 2020-3-30 with 64 cases, 3 deaths, 1 recovered, 60 active cases.
116/179 - Liechtenstein - last value from 2020-3-30 with 62 cases, 0 deaths, 0 recovered, 62 active cases.
117/179 - Kenya - last value from 2020-3-30 with 50 cases, 1 deaths, 1 recovered, 48 active cases.
118/179 - Bangladesh - last value from 2020-3-30 with 49 cases, 5 deaths, 19 recovered, 25 active cases.
119/179 - Monaco - last value from 2020-3-30 with 49 cases, 1 deaths, 1 recovered, 47 active cases.
120/179 - Madagascar - last value from 2020-3-30 with 43 cases, 0 deaths, 0 recovered, 43 active cases.
121/179 - Guatemala - last value from 2020-3-30 with 36 cases, 1 deaths, 10 recovered, 25 active cases.
122/179 - Jamaica - last value from 2020-3-30 with 36 cases, 1 deaths, 2 recovered, 33 active cases.
123/179 - Zambia - last value from 2020-3-30 with 35 cases, 0 deaths, 0 recovered, 35 active cases.
124/179 - Barbados - last value from 2020-3-30 with 33 cases, 0 deaths, 0 recovered, 33 active cases.
125/179 - Uganda - last value from 2020-3-30 with 33 cases, 0 deaths, 0 recovered, 33 active cases.
126/179 - El Salvador - last value from 2020-3-30 with 30 cases, 0 deaths, 0 recovered, 30 active cases.
127/179 - Togo - last value from 2020-3-30 with 30 cases, 1 deaths, 1 recovered, 28 active cases.
128/179 - Niger - last value from 2020-3-30 with 27 cases, 3 deaths, 0 recovered, 24 active cases.
129/179 - Mali - last value from 2020-3-30 with 25 cases, 2 deaths, 0 recovered, 23 active cases.
130/179 - Ethiopia - last value from 2020-3-30 with 23 cases, 0 deaths, 4 recovered, 19 active cases.
131/179 - Guinea - last value from 2020-3-30 with 22 cases, 0 deaths, 0 recovered, 22 active cases.
132/179 - Congo (Brazzaville) - last value from 2020-3-30 with 19 cases, 0 deaths, 0 recovered, 19 active cases.
133/179 - Tanzania - last value from 2020-3-30 with 19 cases, 0 deaths, 1 recovered, 18 active cases.
134/179 - Djibouti - last value from 2020-3-30 with 18 cases, 0 deaths, 0 recovered, 18 active cases.
135/179 - Maldives - last value from 2020-3-30 with 17 cases, 0 deaths, 13 recovered, 4 active cases.
136/179 - Haiti - last value from 2020-3-30 with 15 cases, 0 deaths, 1 recovered, 14 active cases.
137/179 - Bahamas - last value from 2020-3-30 with 14 cases, 0 deaths, 1 recovered, 13 active cases.
138/179 - Burma - last value from 2020-3-30 with 14 cases, 0 deaths, 0 recovered, 14 active cases.
139/179 - Equatorial Guinea - last value from 2020-3-30 with 12 cases, 0 deaths, 0 recovered, 12 active cases.
140/179 - Eritrea - last value from 2020-3-30 with 12 cases, 0 deaths, 0 recovered, 12 active cases.
141/179 - Mongolia - last value from 2020-3-30 with 12 cases, 0 deaths, 2 recovered, 10 active cases.
142/179 - Namibia - last value from 2020-3-30 with 11 cases, 0 deaths, 2 recovered, 9 active cases.
143/179 - Dominica - last value from 2020-3-30 with 11 cases, 0 deaths, 0 recovered, 11 active cases.
144/179 - Syria - last value from 2020-3-30 with 10 cases, 2 deaths, 0 recovered, 8 active cases.
145/179 - Eswatini - last value from 2020-3-30 with 9 cases, 0 deaths, 0 recovered, 9 active cases.
146/179 - Saint Lucia - last value from 2020-3-30 with 9 cases, 0 deaths, 1 recovered, 8 active cases.
147/179 - Grenada - last value from 2020-3-30 with 9 cases, 0 deaths, 0 recovered, 9 active cases.
148/179 - Guyana - last value from 2020-3-30 with 8 cases, 1 deaths, 0 recovered, 7 active cases.
149/179 - Seychelles - last value from 2020-3-30 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
150/179 - Suriname - last value from 2020-3-30 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
151/179 - Mozambique - last value from 2020-3-30 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
152/179 - Laos - last value from 2020-3-30 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
153/179 - Libya - last value from 2020-3-30 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
154/179 - Guinea-Bissau - last value from 2020-3-30 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
155/179 - Angola - last value from 2020-3-30 with 7 cases, 2 deaths, 0 recovered, 5 active cases.
156/179 - Antigua and Barbuda - last value from 2020-3-30 with 7 cases, 0 deaths, 0 recovered, 7 active cases.
157/179 - Gabon - last value from 2020-3-30 with 7 cases, 1 deaths, 0 recovered, 6 active cases.
158/179 - Zimbabwe - last value from 2020-3-30 with 7 cases, 1 deaths, 0 recovered, 6 active cases.
159/179 - Saint Kitts and Nevis - last value from 2020-3-30 with 7 cases, 0 deaths, 0 recovered, 7 active cases.
160/179 - Benin - last value from 2020-3-30 with 6 cases, 0 deaths, 0 recovered, 6 active cases.
161/179 - Cabo Verde - last value from 2020-3-30 with 6 cases, 1 deaths, 0 recovered, 5 active cases.
162/179 - Holy See - last value from 2020-3-30 with 6 cases, 0 deaths, 0 recovered, 6 active cases.
163/179 - Sudan - last value from 2020-3-30 with 6 cases, 2 deaths, 0 recovered, 4 active cases.
164/179 - Chad - last value from 2020-3-30 with 5 cases, 0 deaths, 0 recovered, 5 active cases.
165/179 - Fiji - last value from 2020-3-30 with 5 cases, 0 deaths, 0 recovered, 5 active cases.
166/179 - Mauritania - last value from 2020-3-30 with 5 cases, 1 deaths, 2 recovered, 2 active cases.
167/179 - Nepal - last value from 2020-3-30 with 5 cases, 0 deaths, 1 recovered, 4 active cases.
168/179 - Bhutan - last value from 2020-3-30 with 4 cases, 0 deaths, 0 recovered, 4 active cases.
169/179 - Gambia - last value from 2020-3-30 with 4 cases, 1 deaths, 0 recovered, 3 active cases.
170/179 - Nicaragua - last value from 2020-3-30 with 4 cases, 1 deaths, 0 recovered, 3 active cases.
171/179 - Central African Republic - last value from 2020-3-30 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
172/179 - Liberia - last value from 2020-3-30 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
173/179 - Somalia - last value from 2020-3-30 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
174/179 - Belize - last value from 2020-3-30 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
175/179 - Botswana - last value from 2020-3-30 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
176/179 - MS Zaandam - last value from 2020-3-30 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
177/179 - Papua New Guinea - last value from 2020-3-30 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
178/179 - Saint Vincent and the Grenadines - last value from 2020-3-30 with 1 cases, 0 deaths, 1 recovered, 0 active cases.
179/179 - Timor-Leste - last value from 2020-3-30 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
Generating plots done!
Tue Mar 31 12:07:48 PDT 2020 - end
