Mon Mar 23 06:05:01 PDT 2020 - start
* # of countries 171
1/172 - TOTAL - last value from 2020-3-22 with 335955 cases, 14632 deaths, 97704 recovered, 223619 active cases.
97/172 - Georgia - last value from 2020-3-22 with 54 cases, 0 deaths, 3 recovered, 51 active cases.
98/172 - Trinidad and Tobago - last value from 2020-3-22 with 50 cases, 0 deaths, 1 recovered, 49 active cases.
99/172 - Uzbekistan - last value from 2020-3-22 with 43 cases, 0 deaths, 0 recovered, 43 active cases.
100/172 - Afghanistan - last value from 2020-3-22 with 40 cases, 1 deaths, 1 recovered, 38 active cases.
101/172 - Cameroon - last value from 2020-3-22 with 40 cases, 0 deaths, 0 recovered, 40 active cases.
102/172 - Liechtenstein - last value from 2020-3-22 with 37 cases, 0 deaths, 0 recovered, 37 active cases.
103/172 - Martinique - last value from 2020-3-22 with 37 cases, 1 deaths, 0 recovered, 36 active cases.
104/172 - Cuba - last value from 2020-3-22 with 35 cases, 1 deaths, 0 recovered, 34 active cases.
105/172 - Nigeria - last value from 2020-3-22 with 30 cases, 0 deaths, 2 recovered, 28 active cases.
106/172 - Congo (Kinshasa) - last value from 2020-3-22 with 30 cases, 1 deaths, 0 recovered, 29 active cases.
107/172 - Bangladesh - last value from 2020-3-22 with 27 cases, 2 deaths, 3 recovered, 22 active cases.
108/172 - Honduras - last value from 2020-3-22 with 26 cases, 0 deaths, 0 recovered, 26 active cases.
109/172 - Bolivia - last value from 2020-3-22 with 24 cases, 0 deaths, 0 recovered, 24 active cases.
110/172 - Ghana - last value from 2020-3-22 with 24 cases, 1 deaths, 0 recovered, 23 active cases.
111/172 - Monaco - last value from 2020-3-22 with 23 cases, 0 deaths, 1 recovered, 22 active cases.
112/172 - Paraguay - last value from 2020-3-22 with 22 cases, 1 deaths, 0 recovered, 21 active cases.
113/172 - Montenegro - last value from 2020-3-22 with 21 cases, 0 deaths, 0 recovered, 21 active cases.
114/172 - Guatemala - last value from 2020-3-22 with 19 cases, 1 deaths, 0 recovered, 18 active cases.
115/172 - Rwanda - last value from 2020-3-22 with 19 cases, 0 deaths, 0 recovered, 19 active cases.
116/172 - Mauritius - last value from 2020-3-22 with 18 cases, 1 deaths, 0 recovered, 17 active cases.
117/172 - Togo - last value from 2020-3-22 with 16 cases, 0 deaths, 1 recovered, 15 active cases.
118/172 - Jamaica - last value from 2020-3-22 with 16 cases, 1 deaths, 2 recovered, 13 active cases.
119/172 - Kenya - last value from 2020-3-22 with 15 cases, 0 deaths, 0 recovered, 15 active cases.
120/172 - Cote d'Ivoire - last value from 2020-3-22 with 14 cases, 0 deaths, 1 recovered, 13 active cases.
121/172 - Barbados - last value from 2020-3-22 with 14 cases, 0 deaths, 0 recovered, 14 active cases.
122/172 - Kyrgyzstan - last value from 2020-3-22 with 14 cases, 0 deaths, 0 recovered, 14 active cases.
123/172 - Maldives - last value from 2020-3-22 with 13 cases, 0 deaths, 0 recovered, 13 active cases.
124/172 - Tanzania - last value from 2020-3-22 with 12 cases, 0 deaths, 0 recovered, 12 active cases.
125/172 - Ethiopia - last value from 2020-3-22 with 11 cases, 0 deaths, 4 recovered, 7 active cases.
126/172 - Mongolia - last value from 2020-3-22 with 10 cases, 0 deaths, 0 recovered, 10 active cases.
127/172 - Guyana - last value from 2020-3-22 with 7 cases, 1 deaths, 0 recovered, 6 active cases.
128/172 - Seychelles - last value from 2020-3-22 with 7 cases, 0 deaths, 0 recovered, 7 active cases.
129/172 - Equatorial Guinea - last value from 2020-3-22 with 6 cases, 0 deaths, 0 recovered, 6 active cases.
130/172 - Gabon - last value from 2020-3-22 with 5 cases, 1 deaths, 0 recovered, 4 active cases.
131/172 - Suriname - last value from 2020-3-22 with 5 cases, 0 deaths, 0 recovered, 5 active cases.
132/172 - Eswatini - last value from 2020-3-22 with 4 cases, 0 deaths, 0 recovered, 4 active cases.
133/172 - Bahamas, The - last value from 2020-3-22 with 4 cases, 0 deaths, 0 recovered, 4 active cases.
134/172 - Namibia - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
135/172 - Central African Republic - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
136/172 - Congo (Brazzaville) - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
137/172 - Liberia - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
138/172 - Zambia - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
139/172 - El Salvador - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
140/172 - Madagascar - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
141/172 - Cabo Verde - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
142/172 - Zimbabwe - last value from 2020-3-22 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
143/172 - Nepal - last value from 2020-3-22 with 2 cases, 0 deaths, 1 recovered, 1 active cases.
144/172 - Bhutan - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
145/172 - Sudan - last value from 2020-3-22 with 2 cases, 1 deaths, 0 recovered, 1 active cases.
146/172 - Guinea - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
147/172 - Mauritania - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
148/172 - Saint Lucia - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
149/172 - Kosovo - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
150/172 - Benin - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
151/172 - Fiji - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
152/172 - Nicaragua - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
153/172 - Haiti - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
154/172 - Angola - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
155/172 - Niger - last value from 2020-3-22 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
156/172 - Holy See - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
157/172 - Antigua and Barbuda - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
158/172 - Saint Vincent and the Grenadines - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
159/172 - Somalia - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
160/172 - Djibouti - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
161/172 - Gambia, The - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
162/172 - Chad - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
163/172 - Papua New Guinea - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
164/172 - Cape Verde - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
165/172 - East Timor - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
166/172 - Eritrea - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
167/172 - Uganda - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
168/172 - Dominica - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
169/172 - Grenada - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
170/172 - Mozambique - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
171/172 - Syria - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
172/172 - Timor-Leste - last value from 2020-3-22 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
Generating plots done!
Mon Mar 23 06:07:48 PDT 2020 - end
