Sun Mar 22 06:05:01 PDT 2020 - start
* # of countries 166
1/167 - TOTAL - last value from 2020-3-21 with 304524 cases, 12973 deaths, 91499 recovered, 200052 active cases.
2/167 - China - last value from 2020-3-21 with 81305 cases, 3259 deaths, 71857 recovered, 6189 active cases.
3/167 - Italy - last value from 2020-3-21 with 53578 cases, 4825 deaths, 6072 recovered, 42681 active cases.
4/167 - US - last value from 2020-3-21 with 25489 cases, 307 deaths, 0 recovered, 25182 active cases.
5/167 - Spain - last value from 2020-3-21 with 25374 cases, 1375 deaths, 2125 recovered, 21874 active cases.
6/167 - Germany - last value from 2020-3-21 with 22213 cases, 84 deaths, 233 recovered, 21896 active cases.
7/167 - Iran - last value from 2020-3-21 with 20610 cases, 1556 deaths, 7635 recovered, 11419 active cases.
8/167 - France - last value from 2020-3-21 with 14431 cases, 562 deaths, 12 recovered, 13857 active cases.
9/167 - Korea, South - last value from 2020-3-21 with 8799 cases, 102 deaths, 1540 recovered, 7157 active cases.
10/167 - Switzerland - last value from 2020-3-21 with 6575 cases, 75 deaths, 15 recovered, 6485 active cases.
11/167 - United Kingdom - last value from 2020-3-21 with 5067 cases, 234 deaths, 67 recovered, 4766 active cases.
12/167 - Netherlands - last value from 2020-3-21 with 3640 cases, 137 deaths, 2 recovered, 3501 active cases.
13/167 - Belgium - last value from 2020-3-21 with 2815 cases, 67 deaths, 263 recovered, 2485 active cases.
14/167 - Austria - last value from 2020-3-21 with 2814 cases, 8 deaths, 9 recovered, 2797 active cases.
15/167 - Norway - last value from 2020-3-21 with 2118 cases, 7 deaths, 1 recovered, 2110 active cases.
16/167 - Sweden - last value from 2020-3-21 with 1763 cases, 20 deaths, 16 recovered, 1727 active cases.
17/167 - Denmark - last value from 2020-3-21 with 1420 cases, 13 deaths, 1 recovered, 1406 active cases.
18/167 - Portugal - last value from 2020-3-21 with 1280 cases, 12 deaths, 5 recovered, 1263 active cases.
19/167 - Canada - last value from 2020-3-21 with 1278 cases, 19 deaths, 10 recovered, 1249 active cases.
20/167 - Malaysia - last value from 2020-3-21 with 1183 cases, 4 deaths, 114 recovered, 1065 active cases.
