Tue Mar 24 00:05:01 PDT 2020 - start
* # of countries 183
1/184 - TOTAL - last value from 2020-3-23 with 336004 cases, 14643 deaths, 98334 recovered, 223027 active cases.
2/184 - China - last value from 2020-3-23 with 81439 cases, 3274 deaths, 72814 recovered, 5351 active cases.
3/184 - Italy - last value from 2020-3-23 with 59138 cases, 5476 deaths, 7024 recovered, 46638 active cases.
4/184 - US - last value from 2020-3-23 with 33276 cases, 417 deaths, 178 recovered, 32681 active cases.
5/184 - Spain - last value from 2020-3-23 with 28768 cases, 1772 deaths, 2575 recovered, 24421 active cases.
6/184 - Germany - last value from 2020-3-23 with 24873 cases, 94 deaths, 266 recovered, 24513 active cases.
7/184 - Iran - last value from 2020-3-23 with 21638 cases, 1685 deaths, 7931 recovered, 12022 active cases.
8/184 - France - last value from 2020-3-23 with 16044 cases, 674 deaths, 2200 recovered, 13170 active cases.
9/184 - Korea, South - last value from 2020-3-23 with 8897 cases, 104 deaths, 2909 recovered, 5884 active cases.
10/184 - Switzerland - last value from 2020-3-23 with 7245 cases, 98 deaths, 131 recovered, 7016 active cases.
11/184 - United Kingdom - last value from 2020-3-23 with 5741 cases, 282 deaths, 67 recovered, 5392 active cases.
12/184 - Netherlands - last value from 2020-3-23 with 4216 cases, 180 deaths, 2 recovered, 4034 active cases.
13/184 - Belgium - last value from 2020-3-23 with 3401 cases, 75 deaths, 263 recovered, 3063 active cases.
14/184 - Austria - last value from 2020-3-23 with 3244 cases, 16 deaths, 9 recovered, 3219 active cases.
15/184 - Norway - last value from 2020-3-23 with 2383 cases, 7 deaths, 1 recovered, 2375 active cases.
16/184 - Sweden - last value from 2020-3-23 with 1934 cases, 21 deaths, 16 recovered, 1897 active cases.
17/184 - Portugal - last value from 2020-3-23 with 1600 cases, 14 deaths, 5 recovered, 1581 active cases.
18/184 - Brazil - last value from 2020-3-23 with 1593 cases, 25 deaths, 2 recovered, 1566 active cases.
19/184 - Denmark - last value from 2020-3-23 with 1514 cases, 13 deaths, 1 recovered, 1500 active cases.
20/184 - Canada - last value from 2020-3-23 with 1470 cases, 21 deaths, 10 recovered, 1439 active cases.
21/184 - Australia - last value from 2020-3-23 with 1314 cases, 7 deaths, 88 recovered, 1219 active cases.
22/184 - Malaysia - last value from 2020-3-23 with 1306 cases, 10 deaths, 139 recovered, 1157 active cases.
23/184 - Turkey - last value from 2020-3-23 with 1236 cases, 30 deaths, 0 recovered, 1206 active cases.
24/184 - Czechia - last value from 2020-3-23 with 1120 cases, 1 deaths, 6 recovered, 1113 active cases.
25/184 - Japan - last value from 2020-3-23 with 1086 cases, 40 deaths, 235 recovered, 811 active cases.
26/184 - Israel - last value from 2020-3-23 with 1071 cases, 1 deaths, 37 recovered, 1033 active cases.
27/184 - Ireland - last value from 2020-3-23 with 906 cases, 4 deaths, 5 recovered, 897 active cases.
28/184 - Luxembourg - last value from 2020-3-23 with 798 cases, 8 deaths, 6 recovered, 784 active cases.
29/184 - Ecuador - last value from 2020-3-23 with 789 cases, 14 deaths, 3 recovered, 772 active cases.
30/184 - Pakistan - last value from 2020-3-23 with 776 cases, 5 deaths, 5 recovered, 766 active cases.
31/184 - Cruise Ship - last value from 2020-3-23 with 712 cases, 8 deaths, 325 recovered, 379 active cases.
32/184 - Poland - last value from 2020-3-23 with 634 cases, 7 deaths, 1 recovered, 626 active cases.
33/184 - Chile - last value from 2020-3-23 with 632 cases, 1 deaths, 8 recovered, 623 active cases.
34/184 - Finland - last value from 2020-3-23 with 626 cases, 1 deaths, 10 recovered, 615 active cases.
35/184 - Greece - last value from 2020-3-23 with 624 cases, 15 deaths, 19 recovered, 590 active cases.
36/184 - Thailand - last value from 2020-3-23 with 599 cases, 1 deaths, 44 recovered, 554 active cases.
37/184 - Iceland - last value from 2020-3-23 with 568 cases, 1 deaths, 36 recovered, 531 active cases.
38/184 - Indonesia - last value from 2020-3-23 with 514 cases, 48 deaths, 29 recovered, 437 active cases.
39/184 - Saudi Arabia - last value from 2020-3-23 with 511 cases, 0 deaths, 16 recovered, 495 active cases.
40/184 - Qatar - last value from 2020-3-23 with 494 cases, 0 deaths, 33 recovered, 461 active cases.
41/184 - Singapore - last value from 2020-3-23 with 455 cases, 2 deaths, 144 recovered, 309 active cases.
42/184 - Romania - last value from 2020-3-23 with 433 cases, 3 deaths, 64 recovered, 366 active cases.
43/184 - Slovenia - last value from 2020-3-23 with 414 cases, 2 deaths, 0 recovered, 412 active cases.
44/184 - India - last value from 2020-3-23 with 396 cases, 7 deaths, 27 recovered, 362 active cases.
45/184 - Philippines - last value from 2020-3-23 with 380 cases, 25 deaths, 17 recovered, 338 active cases.
46/184 - Russia - last value from 2020-3-23 with 367 cases, 0 deaths, 16 recovered, 351 active cases.
47/184 - Peru - last value from 2020-3-23 with 363 cases, 5 deaths, 1 recovered, 357 active cases.
48/184 - Bahrain - last value from 2020-3-23 with 332 cases, 2 deaths, 149 recovered, 181 active cases.
49/184 - Egypt - last value from 2020-3-23 with 327 cases, 14 deaths, 56 recovered, 257 active cases.
50/184 - Estonia - last value from 2020-3-23 with 326 cases, 0 deaths, 2 recovered, 324 active cases.
51/184 - South Africa - last value from 2020-3-23 with 274 cases, 0 deaths, 0 recovered, 274 active cases.
52/184 - Croatia - last value from 2020-3-23 with 254 cases, 1 deaths, 5 recovered, 248 active cases.
53/184 - Mexico - last value from 2020-3-23 with 251 cases, 2 deaths, 4 recovered, 245 active cases.
54/184 - Lebanon - last value from 2020-3-23 with 248 cases, 4 deaths, 8 recovered, 236 active cases.
55/184 - Panama - last value from 2020-3-23 with 245 cases, 3 deaths, 0 recovered, 242 active cases.
56/184 - Iraq - last value from 2020-3-23 with 233 cases, 20 deaths, 57 recovered, 156 active cases.
57/184 - Colombia - last value from 2020-3-23 with 231 cases, 2 deaths, 3 recovered, 226 active cases.
58/184 - Argentina - last value from 2020-3-23 with 225 cases, 4 deaths, 3 recovered, 218 active cases.
59/184 - Serbia - last value from 2020-3-23 with 222 cases, 2 deaths, 1 recovered, 219 active cases.
